CONTROLN,HIT,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,LONGEVITY,AGE,RAMNTALL,NGIFTALL,AVGGIFT,PROP_RESP_CARDPROM,HHAGE3,HV2,HVP4,IC5,EC4
187730,0,0,41,14,65,5,0,2,95,49.0,0.67,1.6,0.41875,1.1111111111111112,33,1964,99,25659,23
187739,0,0,39,20,35,4,3,1,95,49.0,1.15,1.0,1.15,0.75,11,2756,99,44347,10
187741,0,0,23,31,32,7,3,5,95,49.0,1.26,2.0,0.63,1.4444444444444444,22,4689,99,37490,7
187744,0,0,47,73,7,8,1,11,95,49.0,0.93,1.9,0.48947368421000004,1.375,1,844,47,16479,21
187747,0,0,33,15,43,13,1,0,95,49.0,0.57,0.9,0.6333333333300001,0.75,23,553,20,10550,41
187749,0,0,18,81,0,4,2,2,95,49.0,0.49,0.9,0.5444444444400001,0.7777777777777778,6,2262,99,33224,8
187750,0,0,35,35,20,3,5,2,95,49.0,1.3,1.2,1.0833333333,0.7777777777777778,12,1102,76,16580,32
187753,0,0,23,32,27,10,1,3,95,72.0,1.85,0.6,3.0833333333,0.5555555555555556,4,1075,96,18050,12
187757,0,0,30,30,35,11,1,2,95,49.0,1.7,1.0,1.7,0.8888888888888888,17,3047,99,13879,25
187765,0,0,26,38,9,3,1,7,95,49.0,0.67,0.9,0.74444444444,1.0,33,945,80,12416,36
187768,0,0,39,20,49,7,1,1,107,49.0,0.7,1.4,0.5,1.0,86,1180,83,13169,44
187769,0,0,39,0,69,6,3,7,107,43.0,1.59,1.5,1.06,1.1,32,5106,99,29368,15
187775,0,1,22,24,17,6,14,4,107,49.0,0.59,1.4,0.42142857143,0.8888888888888888,21,600,27,12809,38
187778,0,5,28,40,5,5,6,9,107,49.0,0.75,1.5,0.5,1.0,8,551,13,10602,36
187785,0,0,22,0,53,16,0,0,107,49.0,0.85,1.1,0.77272727273,0.9090909090909091,52,1165,79,17463,36
187793,0,0,25,24,31,6,5,2,107,49.0,2.93,1.3,2.2538461538000005,0.7,4,939,62,14588,21
187807,0,0,25,57,25,0,0,0,107,14.0,1.21,1.0,1.21,0.5,18,641,28,13162,37
187811,0,0,33,46,21,3,30,4,107,49.0,0.71,1.1,0.64545454545,0.8,14,624,21,13055,34
187816,0,0,18,32,15,0,9,3,107,49.0,0.78,0.7,1.1142857142999998,0.6,10,665,19,11645,39
187818,0,1,59,22,62,17,5,14,107,49.0,0.61,0.8,0.7625,0.7,55,820,53,13439,33
187820,0,1,32,42,8,5,1,3,107,49.0,0.78,0.7,1.1142857142999998,0.6,6,991,77,21039,28
187823,0,0,32,26,29,9,9,2,107,49.0,1.09,1.2,0.9083333333300001,0.7272727272727273,21,591,24,11894,33
187824,0,0,26,28,39,4,4,2,107,49.0,1.95,0.8,2.4375,0.5454545454545454,13,874,65,14821,34
187833,0,0,45,49,41,13,0,0,107,49.0,1.57,1.5,1.0466666667,0.6666666666666666,25,621,22,8387,25
187834,0,1,30,44,2,7,2,10,107,49.0,1.24,1.0,1.24,0.8,13,1371,88,21583,21
187836,0,0,32,35,42,19,0,0,107,49.0,1.0,1.6,0.625,0.9090909090909091,28,266,4,7498,21
187843,0,0,34,14,60,8,1,1,107,49.0,1.31,0.7,1.8714285714000003,0.6363636363636364,28,5583,99,50115,11
187855,0,0,15,20,13,30,15,31,107,49.0,1.74,1.3,1.3384615385,0.9090909090909091,14,568,22,6225,34
187857,0,0,50,17,56,7,4,5,119,49.0,5.75,1.2,4.7916666667,0.7272727272727273,33,789,47,14557,27
187863,0,2,28,56,12,9,4,7,119,49.0,0.47,1.0,0.47000000000000003,0.7272727272727273,10,1026,68,15055,27
187870,0,0,58,11,78,3,0,2,119,49.0,2.45,1.3,1.8846153846,0.7692307692307693,51,1873,76,25202,32
187872,0,0,25,16,61,3,3,2,119,49.0,1.1,1.0,1.1,0.6666666666666666,5,791,45,5974,3
187883,0,1,31,30,17,10,4,2,119,49.0,1.0,0.9,1.1111111111,0.6363636363636364,8,1166,87,15427,34
187888,0,0,21,24,41,8,2,2,119,49.0,1.43,1.9,0.7526315789500001,1.3333333333333333,20,1652,97,10513,26
187890,0,0,35,24,71,5,0,2,119,49.0,1.61,0.9,1.7888888889,0.6666666666666666,25,4313,99,43564,14
187892,0,0,50,23,65,17,7,0,119,49.0,0.93,1.2,0.775,0.6153846153846154,39,582,22,11616,23
187902,0,0,35,33,32,7,1,2,119,49.0,1.47,1.1,1.3363636364000002,0.6153846153846154,29,674,29,12997,40
187906,0,38,13,21,15,4,2,8,119,49.0,1.77,1.3,1.3615384615,0.9230769230769231,2,2148,99,15171,30
187913,0,0,28,28,41,6,3,2,119,49.0,1.18,1.3,0.90769230769,0.6,26,922,44,11905,29
187915,0,1,41,21,47,8,3,0,119,49.0,0.5111,1.3,0.39315384615000004,0.6153846153846154,16,1406,97,14568,34
187922,0,0,51,5,91,0,13,12,119,49.0,1.22,1.1,1.1090909090999999,0.6153846153846154,81,543,7,14309,40
187923,0,0,33,28,34,14,4,1,119,49.0,1.975,2.6,0.75961538462,1.2307692307692308,38,481,5,12977,35
187944,0,0,28,28,25,7,6,1,131,49.0,1.21,1.8,0.67222222222,0.6923076923076923,18,785,43,15038,35
187954,0,0,26,49,12,4,3,2,131,49.0,1.595,1.3,1.2269230769000001,0.7142857142857143,26,2426,97,30632,23
187959,0,1,32,32,32,7,3,3,131,49.0,2.55,3.4,0.75,1.4285714285714286,13,1235,78,15002,25
187961,0,0,32,33,9,7,2,1,131,49.0,0.47,1.4,0.33571428571,0.7142857142857143,25,615,20,11556,38
187964,0,24,27,56,15,5,5,11,131,49.0,1.5,0.6,2.5,0.38461538461538464,3,1166,77,18063,19
187968,0,0,39,41,19,9,3,3,131,49.0,2.17,2.1,1.0333333332999999,0.8666666666666667,13,826,66,15898,38
187971,0,0,39,39,27,3,5,2,131,49.0,1.22,1.6,0.7625,0.6428571428571429,32,2345,99,35265,11
187985,0,0,43,0,74,3,5,1,131,49.0,1.68,2.4,0.7,1.0,39,722,38,12643,40
187992,0,0,54,23,64,4,12,0,131,49.0,1.96,1.8,1.0888888889000001,0.7857142857142857,28,1641,71,34256,13
188001,0,1,37,21,17,3,2,3,143,49.0,1.8293000000000001,0.7,2.6132857143000003,0.21428571428571427,11,446,1,12687,34
188002,0,2,35,51,20,10,4,5,143,49.0,1.38,2.0,0.6900000000000001,0.9333333333333333,11,839,70,11965,29
188003,0,0,48,20,59,5,3,2,143,49.0,1.35,1.1,1.2272727273,0.7333333333333333,40,1313,87,20634,30
188017,0,0,36,20,52,14,2,2,143,49.0,0.81,1.6,0.50625,0.6470588235294118,29,704,28,11952,31
188026,0,1,33,26,39,6,7,1,143,49.0,2.04,2.4,0.85,0.875,28,721,36,12224,32
188042,0,0,30,39,26,14,3,1,143,49.0,1.1,2.2,0.5,0.9375,29,780,40,15263,31
188045,0,0,28,42,27,2,1,1,143,49.0,4.0,2.1,1.9047619047999997,0.8235294117647058,10,1232,87,18380,31
188056,0,0,27,15,67,7,12,0,143,49.0,1.36,1.8,0.75555555556,0.7647058823529411,22,2758,99,14402,24
188077,0,2,59,46,73,4,0,8,155,49.0,5.36,2.1,2.5523809524,0.7894736842105263,53,955,80,23234,20
188078,0,7,35,46,22,5,11,7,155,49.0,2.67,2.4,1.1125,0.7368421052631579,13,1240,84,18815,16
188079,0,9,39,25,34,3,4,4,155,60.0,0.94,1.6,0.5875,0.7333333333333333,12,1215,89,23102,18
188081,0,2,36,52,18,4,0,11,155,49.0,1.12,2.6,0.43076923077,0.8235294117647058,7,1317,99,23904,20
188089,0,0,37,56,28,8,9,0,155,63.0,7.24,3.6,2.0111111111,1.263157894736842,26,577,13,13560,28
188096,0,0,26,29,9,4,0,0,155,49.0,2.32,2.2,1.0545454545,0.6666666666666666,4,938,67,13506,29
188097,0,0,42,39,27,6,2,5,155,49.0,1.0,2.8,0.35714285714,1.0,17,2066,97,24609,29
188100,0,0,37,41,44,7,5,3,179,49.0,1.04,2.1,0.49523809524000006,0.7368421052631579,27,688,22,16495,13
188104,0,1,28,32,26,6,1,1,167,49.0,0.89,2.7,0.32962962963,1.0526315789473684,17,860,54,16074,42
188105,0,2,38,51,8,7,8,5,167,49.0,3.42,2.4,1.425,0.75,2,721,33,13579,27
188109,0,1,16,31,33,1,1,4,167,49.0,2.29,1.6,1.43125,0.6,5,784,39,21478,15
188110,0,4,46,46,33,11,6,9,191,49.0,5.48,3.1,1.7677419355000001,1.0,16,783,35,13779,33
188114,0,0,49,17,60,8,3,1,119,49.0,0.63,1.7,0.37058823528999996,1.0833333333333333,46,1160,75,16568,36
188126,0,0,26,24,41,6,2,2,95,30.0,0.61,1.4,0.43571428571000004,1.125,23,373,2,9113,29
188128,0,0,42,23,15,12,0,18,107,77.0,1.6,1.0,1.6,0.6363636363636364,24,698,30,14478,24
188130,0,0,45,35,41,4,19,4,119,49.0,1.8,0.7,2.5714285714000007,0.3333333333333333,14,892,51,20245,34
188131,0,0,34,32,28,9,6,5,119,49.0,3.43,1.5,2.2866666666999995,0.7692307692307693,20,2241,96,20095,22
188133,0,0,0,0,0,0,0,0,119,49.0,0.76,1.6,0.475,0.8461538461538461,12,888,69,16643,16
188135,0,1,27,48,22,7,2,1,131,49.0,0.6,1.0,0.6,0.6153846153846154,8,3520,99,27370,14
188136,0,0,29,8,61,2,7,3,131,81.0,3.34,2.1,1.5904761905,0.9333333333333333,1,1625,99,22929,14
188142,0,0,18,41,15,4,13,3,143,49.0,0.97,1.3,0.74615384615,0.6666666666666666,3,1247,93,22114,6
188148,0,0,40,15,68,2,2,3,167,49.0,1.13,2.1,0.5380952381,0.65,6,909,89,15999,35
188152,0,0,28,19,32,9,9,1,167,49.0,0.875,1.9,0.46052631579000003,0.9285714285714286,27,643,18,12149,36
188155,0,1,20,28,31,5,30,3,167,49.0,1.21,2.0,0.605,0.6842105263157895,10,1863,98,24479,5
188157,0,0,51,21,48,8,3,2,167,49.0,1.42,1.7,0.83529411765,0.7368421052631579,45,902,63,12386,48
188158,0,0,31,23,27,7,4,1,167,73.0,1.04,2.4,0.43333333332999996,0.85,27,542,20,11355,36
188163,0,0,43,20,59,6,3,3,167,49.0,1.86,4.6,0.40434782609,1.4444444444444444,41,1061,71,14424,36
188165,0,2,46,13,80,7,0,0,167,49.0,0.76,2.8,0.27142857143,0.8421052631578947,79,757,29,15320,26
188169,0,0,41,57,34,19,2,0,179,49.0,1.36,1.7,0.8,0.6470588235294118,33,574,16,12761,21
188170,0,0,0,0,0,0,0,0,179,49.0,3.19,1.4,2.2785714286,0.5263157894736842,36,1158,90,16263,34
188172,0,0,42,26,55,5,7,2,179,49.0,0.89,2.3,0.38695652174,0.6666666666666666,33,582,20,14155,35
188173,0,0,46,21,34,1,3,4,179,78.0,1.95,3.9,0.5,1.3888888888888888,18,1069,80,19821,26
188178,0,1,42,29,43,7,3,4,179,49.0,1.54,2.2,0.7,0.7368421052631579,30,1518,99,22875,32
188181,0,1,39,25,37,5,3,1,179,49.0,0.86,2.0,0.43,0.7777777777777778,18,1608,87,31530,17
188186,0,0,24,63,0,4,6,2,179,49.0,1.38,1.7,0.8117647058799999,0.6111111111111112,2,1050,91,19350,10
188187,0,0,18,28,42,12,7,2,179,49.0,2.87,2.1,1.3666666667,0.6842105263157895,28,362,5,6498,28
188189,0,0,65,4,89,0,4,0,179,70.0,3.63,3.5,1.0371428571,1.1578947368421053,48,1108,87,16817,38
188190,0,0,38,0,51,3,0,0,179,77.0,1.73,3.0,0.57666666667,1.1111111111111112,30,1032,86,16983,28
188196,0,1,48,27,41,6,4,3,179,49.0,2.35,1.8,1.3055555556,0.7368421052631579,25,825,46,15852,34
188202,0,0,26,38,31,7,1,1,179,86.0,3.47,4.0,0.8675,1.368421052631579,15,814,55,16398,29
188208,0,0,41,57,12,3,0,0,179,65.0,2.175,3.3,0.65909090909,1.2105263157894737,2,3636,99,37118,12
188210,0,0,26,36,35,2,4,1,179,49.0,0.77,2.8,0.275,1.0,23,873,39,18443,18
188213,0,0,61,35,43,4,6,8,179,49.0,2.6007,2.5,1.0402799999999999,0.65,29,1496,86,18946,21
188215,0,0,22,20,40,3,4,2,179,30.0,1.09,1.7,0.64117647059,0.7777777777777778,18,756,41,25484,16
188217,0,0,53,9,73,7,2,0,179,49.0,1.88,1.3,1.4461538462,0.6111111111111112,61,405,4,9302,28
188218,0,0,65,7,79,4,0,2,179,49.0,1.54,3.6,0.42777777778,1.1666666666666667,19,633,30,12674,27
188222,0,0,32,45,15,14,4,3,179,49.0,2.21,2.4,0.9208333333300001,0.75,30,2250,96,15320,32
188223,0,0,53,20,77,4,0,2,179,49.0,4.45,2.6,1.7115384615,0.95,45,2367,99,46843,13
188225,0,0,11,22,53,0,3,2,179,49.0,1.6644999999999999,2.2,0.75659090909,1.0555555555555556,24,921,86,9074,18
188227,0,2,31,28,45,7,2,1,179,49.0,1.34,3.1,0.43225806452000004,1.0555555555555556,35,723,28,13369,38
188234,0,0,56,12,71,1,5,1,179,72.0,2.06,3.1,0.66451612903,1.105263157894737,41,1040,72,13321,33
188236,0,0,38,27,38,1,2,1,179,49.0,2.45,2.9,0.8448275862100001,1.0,45,859,41,14136,30
188241,0,0,47,4,79,9,3,0,179,77.0,4.08,3.3,1.2363636364000001,1.0,62,665,27,14058,38
188242,0,0,32,18,45,10,2,1,179,49.0,2.61,2.5,1.044,0.6,31,2155,94,21667,24
188244,0,0,0,0,0,0,0,0,179,49.0,2.12,2.1,1.0095238094999999,0.8,33,772,38,17692,28
188249,0,0,41,11,74,6,2,3,179,72.0,1.68,1.6,1.05,0.6,52,1542,92,26291,33
188250,0,2,60,6,54,2,2,2,179,49.0,4.62,4.9,0.94285714286,1.4736842105263157,37,1045,65,16270,33
188256,0,0,36,47,9,6,0,8,179,49.0,2.51,2.3,1.0913043478,0.9473684210526315,1,1680,99,23786,9
188260,0,0,43,43,28,8,0,0,179,49.0,6.7,4.1,1.6341463415,1.4210526315789473,39,296,2,7916,59
188264,0,1,32,35,26,4,2,1,179,69.0,0.67,1.3,0.51538461538,0.6111111111111112,9,1073,82,14982,27
188269,0,0,25,24,38,7,5,2,179,86.0,0.86,1.9,0.45263157895,0.6111111111111112,23,588,7,13966,35
188734,0,87,7,14,2,3,6,33,107,49.0,0.86,1.6,0.5375,1.0909090909090908,0,3500,99,8815,37
189188,0,1,30,35,23,15,6,5,71,49.0,0.34,0.4,0.85,0.6,22,550,9,11731,40
189189,0,1,29,50,26,1,9,2,71,49.0,0.64,0.5,1.28,0.8,12,2384,98,23721,17
189201,0,0,39,30,42,8,2,2,83,49.0,0.62,0.8,0.775,0.75,23,1565,89,21866,27
189213,0,17,52,33,31,11,6,18,131,49.0,1.03,1.3,0.7923076923099999,0.6,35,947,63,20934,17
189228,0,0,0,0,0,0,0,0,179,49.0,5.5,0.7,7.8571428570999995,0.21052631578947367,23,2463,99,21570,20
189373,1,1,23,24,23,5,1,2,155,79.0,0.83,1.5,0.5533333333300001,0.6666666666666666,16,2416,99,16133,34
189380,0,1,27,16,55,7,1,1,131,73.0,1.9,0.7,2.7142857143,0.12,27,1198,83,16327,31
189406,6,0,26,17,32,4,0,5,107,48.0,2.62,0.6,4.3666666667000005,0.2222222222222222,22,1081,92,13700,37
189409,2,0,39,28,26,6,3,6,179,72.0,1.56,3.2,0.4875,0.46875,18,345,0,7651,45
189415,0,0,0,0,0,0,0,0,131,69.0,2.4,0.6,4.0,0.16666666666666666,8,747,33,11055,12
189476,9,0,19,25,14,3,13,1,179,74.0,3.81,2.2,1.7318181818,0.35,10,506,4,10387,30
189488,4,0,34,50,12,4,23,1,71,65.0,1.22,0.4,3.05,0.09090909090909091,11,937,48,16788,27
189494,6,0,20,24,17,3,1,1,143,51.0,3.11,1.2,2.5916666666999997,0.25,18,767,44,15708,41
189498,0,0,37,38,31,7,1,0,155,74.0,2.94,1.7,1.7294117647,0.2,21,426,6,10271,48
189509,0,0,0,0,0,0,0,0,179,49.0,3.39,3.1,1.0935483870999998,0.48,0,0,0,0,0
189528,2,0,3,30,20,4,1,1,179,49.0,0.92,2.3,0.4,0.6,5,3394,99,19916,25
189566,4,0,27,19,37,9,3,0,167,59.0,1.17,2.9,0.40344827586000004,0.37142857142857144,25,340,3,6565,32
189569,29,12,62,63,50,11,7,8,179,74.0,4.1194999999999995,3.8,1.0840789474,0.34210526315789475,26,976,82,17630,30
189587,0,1,23,26,38,8,1,1,131,49.0,2.05,0.7,2.9285714285999997,0.20833333333333334,15,2066,99,13686,23
189588,0,0,24,33,57,3,0,0,71,79.0,0.5,0.2,2.5,0.1,66,2091,99,20505,21
189590,8,0,27,24,46,8,3,0,119,82.0,4.4,1.6,2.75,0.20833333333333334,29,567,20,11663,37
189591,29,0,48,17,50,15,7,0,71,86.0,1.3,0.5,2.6,0.23076923076923078,36,889,58,14070,33
189610,10,0,42,21,40,7,3,3,179,72.0,3.073,2.8,1.0975,0.4838709677419355,30,1082,76,22231,21
189665,0,1,29,36,21,9,1,3,59,49.0,0.25,0.2,1.25,0.6666666666666666,5,1361,99,15172,24
189677,0,0,46,25,53,9,1,1,71,49.0,0.37,0.4,0.925,0.8,39,751,39,11949,38
189680,0,11,46,11,65,11,1,20,71,49.0,0.51,0.5,1.02,0.6,60,1103,91,14999,30
189683,0,0,0,0,0,0,0,0,71,49.0,0.3,0.4,0.75,0.8,0,0,0,0,0
189685,0,1,23,30,8,3,1,2,71,49.0,0.5,0.5,1.0,0.6,4,759,51,14214,28
189690,0,11,43,49,20,6,4,29,71,49.0,0.43,0.3,1.4333333332999998,0.6,6,979,67,17841,35
189695,0,0,22,63,6,10,5,1,71,49.0,1.0,0.4,2.5,0.6666666666666666,5,592,9,15183,32
189701,0,1,54,15,68,4,6,1,83,49.0,0.62,0.6,1.0333333332999999,0.7142857142857143,41,1040,72,13321,33
189707,0,4,24,35,16,5,4,7,83,49.0,0.4,1.0,0.4,0.8571428571428571,12,867,75,16025,31
189711,0,0,17,33,23,1,0,3,83,49.0,0.37,0.8,0.4625,0.7142857142857143,6,886,43,20399,17
189715,0,0,19,53,28,5,3,3,83,49.0,0.65,0.4,1.625,0.6666666666666666,30,5393,99,36020,2
189722,0,0,0,0,0,0,0,0,83,49.0,0.63,1.1,0.57272727273,1.0,0,0,0,0,0
189723,0,0,22,50,9,4,6,4,83,49.0,1.6,0.6,2.6666666667,0.8571428571428571,4,1011,92,16123,14
189729,0,0,35,34,36,13,6,1,95,49.0,0.87,1.1,0.79090909091,0.7777777777777778,19,2421,97,16068,32
189732,0,14,18,47,18,8,6,6,107,49.0,0.97,1.2,0.80833333333,0.7,14,1301,52,18691,41
189733,0,0,29,58,19,4,1,1,107,49.0,1.01,1.7,0.5941176470599999,1.2,5,1812,98,27435,16
189744,0,0,21,40,36,3,31,2,107,49.0,1.4,0.5,2.8,0.3333333333333333,17,1180,78,17724,12
189756,0,0,61,19,58,8,1,3,131,49.0,6.95,2.9,2.3965517241,1.125,43,1515,98,26722,18
189761,0,0,0,0,0,0,0,0,143,49.0,0.97,1.0,0.97,0.6,45,792,58,12732,36
189784,0,1,56,1,90,2,2,2,179,73.0,1.05,2.5,0.42000000000000004,0.7777777777777778,86,965,27,18653,42
189787,0,0,0,0,0,0,0,0,179,49.0,0.865,3.6,0.24027777777999998,1.2105263157894737,20,501,12,7245,31
189789,0,4,31,31,27,8,1,3,179,49.0,1.47,2.4,0.6125,0.8421052631578947,18,492,16,8594,37
189801,0,1,23,29,38,12,33,7,107,49.0,1.35,0.5,2.7,0.15789473684210525,4,1108,89,19108,28
189811,0,3,17,40,28,10,2,0,167,70.0,8.33,5.1,1.6333333333,0.34545454545454546,54,566,15,8255,31
189827,0,0,42,37,37,5,0,5,179,77.0,2.72,2.2,1.2363636364000001,0.3235294117647059,22,460,0,12487,56
189864,1,0,24,63,37,7,24,4,155,79.0,2.7,1.8,1.5,0.28,32,841,43,14034,37
189894,4,0,36,14,42,3,3,4,107,75.0,1.06,0.4,2.65,0.15789473684210525,22,1195,89,26632,28
189902,0,0,6,0,35,6,4,2,179,50.0,2.58,4.4,0.58636363636,0.78125,16,1563,94,8322,18
189906,6,0,38,39,35,6,3,2,179,49.0,4.71,2.4,1.9625,0.41379310344827586,18,1310,98,11445,33
189914,1,0,28,40,46,4,0,2,71,17.0,0.5,0.5,1.0,0.2727272727272727,31,1085,78,12074,42
189917,14,0,47,23,49,7,2,2,143,81.0,3.21,1.5,2.1399999999999997,0.2692307692307692,25,1153,70,14933,29
189943,42,0,45,18,64,5,1,1,179,81.0,3.19,2.5,1.276,0.5862068965517241,38,1697,84,23079,28
189958,0,0,28,23,46,11,6,5,179,80.0,1.3,3.3,0.39393939394,0.6785714285714286,15,848,70,14811,29
189994,0,2,35,27,42,7,1,2,59,49.0,0.3,0.2,1.5,0.6666666666666666,32,1922,96,40741,17
190025,0,0,42,16,63,8,0,0,59,49.0,0.65,0.4,1.625,0.75,46,877,43,12915,34
190030,0,0,0,0,0,0,0,0,71,49.0,0.35,0.3,1.1666666667,0.6,27,561,14,13599,31
190035,0,2,43,48,11,7,2,12,71,49.0,0.3,0.3,1.0,0.6,7,948,94,17300,27
190043,0,0,30,21,59,5,6,4,71,49.0,0.42,0.4,1.05,0.8,33,536,21,12335,33
190044,0,2,19,62,21,10,18,4,71,49.0,0.75,0.3,2.5,0.6,9,535,4,10940,39
190046,0,0,0,0,0,0,0,0,71,49.0,0.45,0.4,1.125,0.6,8,1140,94,14645,31
190054,0,1,12,24,35,7,1,2,71,49.0,0.5,0.4,1.25,0.6,17,935,62,12595,29
190061,0,5,15,32,29,4,10,5,71,49.0,0.35,0.3,1.1666666667,0.6,5,3242,99,25367,11
190066,0,0,31,14,63,7,0,0,71,49.0,0.46,0.6,0.7666666666699999,0.8,3,1305,97,15636,21
190076,0,0,32,51,24,7,3,3,71,49.0,0.42,0.4,1.05,0.6,7,1159,87,16991,27
190090,0,0,23,13,59,0,0,0,71,49.0,0.64,0.5,1.28,0.6666666666666666,69,711,33,15364,28
190095,0,1,42,24,40,13,3,4,71,49.0,0.6,0.6,1.0,0.6666666666666666,19,1282,99,22162,33
190102,0,0,0,0,0,0,0,0,71,49.0,0.28,0.8,0.35,0.8333333333333334,0,0,0,0,0
190106,0,3,43,0,31,7,6,0,83,49.0,0.75,0.3,2.5,0.3333333333333333,28,543,19,11334,47
190108,0,0,62,17,71,0,6,0,71,49.0,0.36,0.6,0.6,0.6666666666666666,41,1043,90,17991,29
190112,0,0,30,36,26,3,3,1,71,49.0,0.4,0.5,0.8,0.6666666666666666,15,1183,59,16659,27
190122,0,0,23,23,42,4,2,1,83,49.0,0.71,0.8,0.8875,0.8571428571428571,3,1317,99,14428,48
190124,0,48,26,50,20,6,10,27,83,49.0,0.33,0.8,0.4125,0.8571428571428571,4,610,13,11004,33
190134,0,0,20,63,5,4,2,1,83,49.0,0.28,0.8,0.35,0.8571428571428571,1,1248,99,23313,16
190137,0,0,14,0,68,2,6,2,83,49.0,1.08,0.6,1.8,0.7142857142857143,19,2550,97,16863,19
190143,0,0,35,31,37,4,3,1,83,49.0,0.76,0.9,0.84444444444,0.7142857142857143,25,802,47,11949,35
190166,0,0,36,18,43,12,3,2,83,49.0,0.8,0.3,2.6666666667,0.25,20,1192,96,14378,38
190173,0,0,27,37,53,8,1,0,83,49.0,0.72,1.0,0.72,0.875,17,3203,99,27820,18
190187,0,0,28,21,51,9,3,20,95,49.0,1.51,1.2,1.2583333333,0.8888888888888888,14,1170,83,17441,37
190190,0,0,33,21,23,8,2,1,95,49.0,0.76,1.1,0.69090909091,0.8888888888888888,6,2263,99,14445,26
190195,0,0,29,63,5,4,7,1,95,49.0,0.9,0.8,1.125,0.8888888888888888,9,3529,99,40973,15
190197,0,0,76,7,67,13,3,2,95,49.0,0.55,1.0,0.55,0.8888888888888888,53,1543,99,24530,31
190202,0,0,44,33,40,3,3,2,95,49.0,0.73,1.0,0.73,0.7777777777777778,30,1048,65,19388,30
190203,0,0,59,0,63,14,11,0,107,33.0,0.53,1.1,0.48181818182,0.6,21,459,3,8585,58
190213,0,8,30,16,17,3,0,1,107,49.0,0.69,1.4,0.49285714286,0.9,10,878,89,12474,15
190219,0,0,23,32,31,6,1,0,107,49.0,1.38,0.9,1.5333333332999999,0.6,5,1604,99,18316,23
190244,0,0,7,11,18,5,0,2,107,49.0,0.77,0.9,0.85555555556,0.6363636363636364,9,1839,93,11008,2
190245,0,0,30,13,34,4,2,1,107,49.0,2.96,1.1,2.6909090909,0.6666666666666666,22,447,8,12833,39
190249,0,0,26,40,8,7,3,3,119,49.0,0.99,0.9,1.1,0.6666666666666666,8,932,79,13077,31
190254,0,13,16,60,0,0,2,4,119,41.0,0.85,1.0,0.85,0.6666666666666666,8,1013,67,10929,30
190255,0,0,27,59,6,3,3,2,119,49.0,2.05,0.5,4.1,0.15384615384615385,15,791,47,13739,41
190261,0,0,33,31,32,5,3,3,119,49.0,0.91,1.2,0.7583333333300001,0.8333333333333334,16,1186,70,20572,30
190262,0,0,25,44,24,4,2,3,119,49.0,1.29,1.4,0.9214285714299999,0.75,12,1082,65,14173,30
190291,0,2,50,16,72,7,0,6,131,61.0,0.86,2.1,0.40952380952,0.9285714285714286,36,1030,64,13585,34
190293,0,0,13,26,31,3,1,1,131,33.0,2.85,0.9,3.1666666667,0.35714285714285715,12,1263,82,13372,20
190301,0,0,38,33,44,10,1,1,131,66.0,0.71,1.2,0.5916666666699999,0.6428571428571429,20,1082,74,15292,31
190306,0,0,20,48,16,9,3,0,131,69.0,0.77,1.3,0.5923076923099999,0.7857142857142857,14,2131,97,21196,15
190311,0,18,17,32,18,4,3,5,131,49.0,3.3025,2.3,1.4358695652,0.8571428571428571,2,570,0,19689,10
190313,0,1,37,58,16,8,1,5,131,49.0,0.68,1.1,0.61818181818,0.6,3,1166,94,19703,12
190314,0,0,0,0,0,0,0,0,131,49.0,0.74,1.3,0.56923076923,0.6,57,802,50,15059,37
190323,0,0,23,51,9,4,8,2,131,49.0,2.05,0.7,2.9285714285999997,0.26666666666666666,6,1254,80,18326,21
190324,0,0,0,0,0,0,0,0,131,49.0,1.7,2.6,0.65384615385,1.0666666666666667,0,0,0,0,0
190326,0,0,22,36,33,5,13,0,131,49.0,0.67,1.2,0.55833333333,0.6,19,549,17,11326,29
190328,0,0,16,58,7,5,8,2,131,49.0,0.7,1.6,0.4375,0.6666666666666666,3,2043,97,25091,9
190338,0,15,31,52,10,7,3,7,143,85.0,0.57,1.2,0.475,0.625,3,1081,93,16463,16
190340,0,0,34,29,54,9,5,1,143,78.0,0.855,1.9,0.45,1.0,41,611,20,17355,43
190348,0,0,45,23,53,5,0,0,143,49.0,2.33,1.6,1.45625,0.8125,62,4637,98,40460,16
190350,0,0,20,38,38,3,2,3,143,49.0,1.84,2.6,0.7076923076900001,0.9375,15,3486,99,20693,16
190355,0,0,8,40,29,7,38,0,143,80.0,1.08,1.2,0.9,0.6666666666666666,11,744,45,16257,23
190360,0,0,21,35,35,3,4,1,155,49.0,4.67,2.4,1.9458333333,0.7368421052631579,13,737,41,14976,39
190366,0,1,45,30,63,4,5,8,155,49.0,4.0,1.0,4.0,0.47058823529411764,16,2322,99,28068,17
190368,0,1,41,21,47,8,3,0,155,40.0,2.16,2.4,0.9,0.7142857142857143,31,1040,70,18361,32
190369,0,0,54,18,51,9,2,4,155,49.0,0.8,2.1,0.38095238095,0.631578947368421,31,1873,97,20542,34
190377,0,0,0,0,0,0,0,0,167,49.0,3.4,1.9,1.7894736842,0.47368421052631576,39,825,44,18273,31
190380,0,0,0,0,0,0,0,0,59,49.0,0.773,0.2,3.8649999999999998,0.25,19,525,14,9358,36
